Speech,Label,text,clean_text,tokenized_clean_text,tokenized_stem_text,token_length
ডাল খেতে মুটামুটি,2,ডাল খেত মুটামু,ডাল খেতে মুটামুটি,"['ডাল', 'খেতে', 'মুটামুটি']","['ডাল', 'খেত', 'মুটামু']",3
পায়েস কোয়ান্টিটি অনেক ,1,পায়েস কোয়ান্ অনেক,পায়েস কোয়ান্টি অনেক,"['পায়েস', 'কোয়ান্টি', 'অনেক']","['পায়েস', 'কোয়ান্', 'অনেক']",3
খিচুড়ি দাম অনুযায়ী মোটামুটি,2,খিচুড়ি দাম মোটামু,খিচুড়ি দাম মোটামুটি,"['খিচুড়ি', 'দাম', 'মোটামুটি']","['খিচুড়ি', 'দাম', 'মোটামু']",3
কাবাব এভারেজ,2,কাবাব এভারেজ,কাবাব এভারেজ,"['কাবাব', 'এভারেজ']","['কাবাব', 'এভারেজ']",2
বাজে খাবার দেওয়া হয়েছে,0,বাজে খা হয়,বাজে খা হয়েছে,"['বাজে', 'খা', 'হয়েছে']","['বাজে', 'খা', 'হয়']",3
বার্গার মুটামুটি ভালো,2,বার্গার মুটামু ভালো,বার্গার মুটামু ভালো,"['বার্গার', 'মুটামু', 'ভালো']","['বার্গার', 'মুটামু', 'ভালো']",3
শিক কাবাব আর চিকেন টিক্কা পরিমাণে এবং স্বাদে বেশ ভালো ছিল।,1,শিক কাবাব চি টিক্কা পরিমাণে স্ ভালো ছিল,শিক কাবাব চি টিক্কা পরিমাণে স্ ভালো ছিল,"['শিক', 'কাবাব', 'চি', 'টিক্কা', 'পরিমাণে', 'স্', 'ভালো', 'ছিল']","['শিক', 'কাবাব', 'চি', 'টিক্কা', 'পরিমাণে', 'স্', 'ভালো', 'ছিল']",8
কাবাব এভারেজ লেগেছ,2,কাবাব এভারেজ লাগ,কাবাব এভারেজ লেগেছ,"['কাবাব', 'এভারেজ', 'লেগেছ']","['কাবাব', 'এভারেজ', 'লাগ']",3
দুধ  সেরা,1,দুধ সের,দুধ সেরা,"['দুধ', 'সেরা']","['দুধ', 'সের']",2
কাবাব একদম বাজে,0,কাবাব একদম বাজে,কাবাব একদম বাজে,"['কাবাব', 'একদম', 'বাজে']","['কাবাব', 'একদম', 'বাজে']",3
সমুচা এভারেজ,2,সমুচা এভারেজ,সমুচা এভারেজ,"['সমুচা', 'এভারেজ']","['সমুচা', 'এভারেজ']",2
পায়েস খেতে খারাপ,0,পায়েস খেত খারাপ,পায়েস খেতে খারাপ,"['পায়েস', 'খেতে', 'খারাপ']","['পায়েস', 'খেত', 'খারাপ']",3
নিরামিষ আরও বেশি দরকার,2,নিরামিষ দরক,নিরামিষ দরকার,"['নিরামিষ', 'দরকার']","['নিরামিষ', 'দরক']",2
পিঠা কোয়ান্টিটি অনেক ,1,পিঠা কোয়ান্ অনেক,পিঠা কোয়ান্টি অনেক,"['পিঠা', 'কোয়ান্টি', 'অনেক']","['পিঠা', 'কোয়ান্', 'অনেক']",3
মাছের তরকারি আরেকটু বেশি দরকার,2,মাছ তরকারি আরেকটু দরক,মাছের তরকারি আরেকটু দরকার,"['মাছের', 'তরকারি', 'আরেকটু', 'দরকার']","['মাছ', 'তরকারি', 'আরেকটু', 'দরক']",4
সমুচা এভারেজ লেগেছ,2,সমুচা এভারেজ লাগ,সমুচা এভারেজ লেগেছ,"['সমুচা', 'এভারেজ', 'লেগেছ']","['সমুচা', 'এভারেজ', 'লাগ']",3
"খিচুড়ি খুব মজার ছিল কিন্তু চিকেন ছিল একদম কাচা ভিতরে, খেতে পারিনি ফেলে দিয়েছি। হতাশ হয়েছি খুব, পরিমানে ভালই ছিল",0,খিচুড়ি মজ চি একদম কাচা ভিতরে খেত পারিনি ফাল দিয়ে হতাশ হয়ে পরিমানে ভাল ছিল,খিচুড়ি মজার চি একদম কাচা ভিতরে খেতে পারিনি ফেলে দিয়েছি হতাশ হয়েছি পরিমানে ভালই ছিল,"['খিচুড়ি', 'মজার', 'চি', 'একদম', 'কাচা', 'ভিতরে', 'খেতে', 'পারিনি', 'ফেলে', 'দিয়েছি', 'হতাশ', 'হয়েছি', 'পরিমানে', 'ভালই', 'ছিল']","['খিচুড়ি', 'মজ', 'চি', 'একদম', 'কাচা', 'ভিতরে', 'খেত', 'পারিনি', 'ফাল', 'দিয়ে', 'হতাশ', 'হয়ে', 'পরিমানে', 'ভাল', 'ছিল']",15
সবজি আরও রান্না হলে ভালো হতো,2,সবজি রান্না ভালো হত,সবজি রান্না ভালো হতো,"['সবজি', 'রান্না', 'ভালো', 'হতো']","['সবজি', 'রান্না', 'ভালো', 'হত']",4
আপেল আহামরি বেশি না,2,আপেল আহামরি না,আপেল আহামরি না,"['আপেল', 'আহামরি', 'না']","['আপেল', 'আহামরি', 'না']",3
ভাত খুবই সুস্বাদু,1,ভাত খুব সুস্বাদু,ভাত খুবই সুস্বাদু,"['ভাত', 'খুবই', 'সুস্বাদু']","['ভাত', 'খুব', 'সুস্বাদু']",3
রোস্ট চমৎকার লেগেছে ,1,রোস্ট চমৎক লাগ,রোস্ট চমৎকার লেগেছে,"['রোস্ট', 'চমৎকার', 'লেগেছে']","['রোস্ট', 'চমৎক', 'লাগ']",3
"প্রতি পিছ লুচি ও ডাল দুইটা একসাথে ৮ টাকা। তবে লুচির যে সাইজ সে হিসেবে বলা যেতে পারে লুচির সাথে ডাল ফ্রি😊
একজন মানুষের ২ টা লুচিতে ভালোই নাস্তা হয়ে যাবে।
তবে ডাল টার টেস্ট এককথায় অসাধারণ।",1,পিছ লুচি ও ডাল দুই একসাথে টাকা লুচির যে সাইজ হিসেব লুচির সাথে ডাল ফ্রি nএকজন মানুষ লুচি ভালো নাস্ হয় nতবে ডাল টার টেস্ট এককথায় অসাধারণ, পিছ লুচি ও ডাল দুইটা একসাথে টাকা লুচির যে সাইজ হিসেবে লুচির সাথে ডাল ফ্রি nএকজন মানুষের লুচিতে ভালোই নাস্ হয়ে nতবে ডাল টার টেস্ট এককথায় অসাধারণ,"['পিছ', 'লুচি', 'ও', 'ডাল', 'দুইটা', 'একসাথে', 'টাকা', 'লুচির', 'যে', 'সাইজ', 'হিসেবে', 'লুচির', 'সাথে', 'ডাল', 'ফ্রি', 'nএকজন', 'মানুষের', 'লুচিতে', 'ভালোই', 'নাস্', 'হয়ে', 'nতবে', 'ডাল', 'টার', 'টেস্ট', 'এককথায়', 'অসাধারণ']","['পিছ', 'লুচি', 'ও', 'ডাল', 'দুই', 'একসাথে', 'টাকা', 'লুচির', 'যে', 'সাইজ', 'হিসেব', 'লুচির', 'সাথে', 'ডাল', 'ফ্রি', 'nএকজন', 'মানুষ', 'লুচি', 'ভালো', 'নাস্', 'হয়', 'nতবে', 'ডাল', 'টার', 'টেস্ট', 'এককথায়', 'অসাধারণ']",27
