Label,text,clean_text,tokenized_clean_text,tokenized_stem_text,token_length
0.0,বেশ্ ছাল রা খাওয় ফুডপান্ডায় দেয় বেশ্ ছাল তোদের র্রেস্টুরেন্ট চুদদে ইচ্ছা এসব খা বুঝ বেশ্ ছাল দেশ ছেলে নেহারী অর্ড করে দুইটাই পায় খুর খুর কোউ মাঝে দেয় বেশ্ ছাল, বেশ্ ছেলে রা খাওয়ার ফুডপান্ডায় দেয় বেশ্ ছেলেরা তোদের র্রেস্টুরেন্ট চুদদে ইচ্ছা এসব খা বুঝলি বেশ্ ছেলে দেশে ছেলেদের নেহারী অর্ডার করেছি দুইটাই পায়ের খুর খুর কোউ মাঝে দেয় বেশ্ ছেলে,"['বেশ্', 'ছেলে', 'রা', 'খাওয়ার', 'ফুডপান্ডায়', 'দেয়', 'বেশ্', 'ছেলেরা', 'তোদের', 'র্রেস্টুরেন্ট', 'চুদদে', 'ইচ্ছা', 'এসব', 'খা', 'বুঝলি', 'বেশ্', 'ছেলে', 'দেশে', 'ছেলেদের', 'নেহারী', 'অর্ডার', 'করেছি', 'দুইটাই', 'পায়ের', 'খুর', 'খুর', 'কোউ', 'মাঝে', 'দেয়', 'বেশ্', 'ছেলে']","['বেশ্', 'ছাল', 'রা', 'খাওয়', 'ফুডপান্ডায়', 'দেয়', 'বেশ্', 'ছাল', 'তোদের', 'র্রেস্টুরেন্ট', 'চুদদে', 'ইচ্ছা', 'এসব', 'খা', 'বুঝ', 'বেশ্', 'ছাল', 'দেশ', 'ছেলে', 'নেহারী', 'অর্ড', 'করে', 'দুইটাই', 'পায়', 'খুর', 'খুর', 'কোউ', 'মাঝে', 'দেয়', 'বেশ্', 'ছাল']",31
0.0,অর্ড করে চি চাউমিন প্রওন চাউমিন এলার্জি প্রবলেম পুরো নষ্ট খুব নিরাশ জনক,অর্ডার করেছি চি চাউমিন প্রওন চাউমিন এলার্জি প্রবলেম পুরোটাই নষ্ট খুবই নিরাশ জনক,"['অর্ডার', 'করেছি', 'চি', 'চাউমিন', 'প্রওন', 'চাউমিন', 'এলার্জি', 'প্রবলেম', 'পুরোটাই', 'নষ্ট', 'খুবই', 'নিরাশ', 'জনক']","['অর্ড', 'করে', 'চি', 'চাউমিন', 'প্রওন', 'চাউমিন', 'এলার্জি', 'প্রবলেম', 'পুরো', 'নষ্ট', 'খুব', 'নিরাশ', 'জনক']",13
0.0,অর্ড কর বিফ খিচুড়ি দিলো চি খিচুড়ি খা আসলো ্ পর,অর্ডার করলাম বিফ খিচুড়ি দিলো চি খিচুড়ি খা আসলো ্ পর,"['অর্ডার', 'করলাম', 'বিফ', 'খিচুড়ি', 'দিলো', 'চি', 'খিচুড়ি', 'খা', 'আসলো', '্', 'পর']","['অর্ড', 'কর', 'বিফ', 'খিচুড়ি', 'দিলো', 'চি', 'খিচুড়ি', 'খা', 'আসলো', '্', 'পর']",11
0.0,চি মোমো ঠিকমত রান্না না,চি মোমো ঠিকমত রান্না না,"['চি', 'মোমো', 'ঠিকমত', 'রান্না', 'না']","['চি', 'মোমো', 'ঠিকমত', 'রান্না', 'না']",5
0.0,চি স্যুপ চি পচা কামড় দিলে বাজে গন্ধ পাওয়া যাচ্ছিল,চি স্যুপের চি পচা কামড় দিলে বাজে গন্ধ পাওয়া যাচ্ছিল,"['চি', 'স্যুপের', 'চি', 'পচা', 'কামড়', 'দিলে', 'বাজে', 'গন্ধ', 'পাওয়া', 'যাচ্ছিল']","['চি', 'স্যুপ', 'চি', 'পচা', 'কামড়', 'দিলে', 'বাজে', 'গন্ধ', 'পাওয়া', 'যাচ্ছিল']",10
0.0,জঘন্য তেহারি পেট খারাপ মর আদর্শ,জঘন্য তেহারি পেট খারাপ মরার আদর্শ,"['জঘন্য', 'তেহারি', 'পেট', 'খারাপ', 'মরার', 'আদর্শ']","['জঘন্য', 'তেহারি', 'পেট', 'খারাপ', 'মর', 'আদর্শ']",6
0.0,ভালো না,ভালো না,"['ভালো', 'না']","['ভালো', 'না']",2
1.0,অসাধারন রেসিপি,অসাধারন রেসিপি,"['অসাধারন', 'রেসিপি']","['অসাধারন', 'রেসিপি']",2
1.0,খাওন ভালো লাগ,খাওন ভালোই লাগছে,"['খাওন', 'ভালোই', 'লাগছে']","['খাওন', 'ভালো', 'লাগ']",3
1.0,বি আন্ডারকাট পিস চর্বি শি কয়ল তাপে গ্রিল কর মশল খেলা মাংস যে অসাধারণ স্বাদ না খাল বুঝতে পারতাম না মাংস খুব টেন্ডারড মুখে দিলে মিলা যাওয় যে মাংস কথা শুনি তেমন,বি আন্ডারকাটের পিসগুলো চর্বি শি কয়লার তাপে গ্রিল করা মশলার খেলা মাংসের যে অসাধারণ স্বাদ না খেলে বুঝতেই পারতাম না মাংসগুলো খুবই টেন্ডারড মুখে দিলে মিলিয়ে যাওয়ার যে মাংসের কথা শুনি তেমনই,"['বি', 'আন্ডারকাটের', 'পিসগুলো', 'চর্বি', 'শি', 'কয়লার', 'তাপে', 'গ্রিল', 'করা', 'মশলার', 'খেলা', 'মাংসের', 'যে', 'অসাধারণ', 'স্বাদ', 'না', 'খেলে', 'বুঝতেই', 'পারতাম', 'না', 'মাংসগুলো', 'খুবই', 'টেন্ডারড', 'মুখে', 'দিলে', 'মিলিয়ে', 'যাওয়ার', 'যে', 'মাংসের', 'কথা', 'শুনি', 'তেমনই']","['বি', 'আন্ডারকাট', 'পিস', 'চর্বি', 'শি', 'কয়ল', 'তাপে', 'গ্রিল', 'কর', 'মশল', 'খেলা', 'মাংস', 'যে', 'অসাধারণ', 'স্বাদ', 'না', 'খাল', 'বুঝতে', 'পারতাম', 'না', 'মাংস', 'খুব', 'টেন্ডারড', 'মুখে', 'দিলে', 'মিলা', 'যাওয়', 'যে', 'মাংস', 'কথা', 'শুনি', 'তেমন']",32
1.0,টেস্ট লাগে পাকোড়া, টেস্ট লাগে পাকোড়া,"['টেস্ট', 'লাগে', 'পাকোড়া']","['টেস্ট', 'লাগে', 'পাকোড়া']",3
1.0,খা মজা টেস্ সালাদ ছিল,খা মজা টেস্ সালাদ ছিল,"['খা', 'মজা', 'টেস্', 'সালাদ', 'ছিল']","['খা', 'মজা', 'টেস্', 'সালাদ', 'ছিল']",5
2.0,পায়েস খেত মোটাম,পায়েস খেতে মোটামটি,"['পায়েস', 'খেতে', 'মোটামটি']","['পায়েস', 'খেত', 'মোটাম']",3
2.0,ফ্রেন্স ফ্রা আহামরি না,ফ্রেন্স ফ্রাই আহামরি না,"['ফ্রেন্স', 'ফ্রাই', 'আহামরি', 'না']","['ফ্রেন্স', 'ফ্রা', 'আহামরি', 'না']",4
2.0,ফ্রেন্স ফ্রা আরেক্টু বাড়ালে জম,ফ্রেন্স ফ্রাই আরেক্টু বাড়ালে জমতো,"['ফ্রেন্স', 'ফ্রাই', 'আরেক্টু', 'বাড়ালে', 'জমতো']","['ফ্রেন্স', 'ফ্রা', 'আরেক্টু', 'বাড়ালে', 'জম']",5
1.0,পুরান ঢাকায় টাকা আইসক্রিম রোল খেত গিয়েছি nচকলেট পেস্ আইসক্রিম রোল খেল nখারাপ লাগে নাই,পুরান ঢাকায় টাকার আইসক্রিম রোল খেতে গিয়েছিলাম nচকলেট পেস্ আইসক্রিম রোল খেলাম nখারাপ লাগে নাই,"['পুরান', 'ঢাকায়', 'টাকার', 'আইসক্রিম', 'রোল', 'খেতে', 'গিয়েছিলাম', 'nচকলেট', 'পেস্', 'আইসক্রিম', 'রোল', 'খেলাম', 'nখারাপ', 'লাগে', 'নাই']","['পুরান', 'ঢাকায়', 'টাকা', 'আইসক্রিম', 'রোল', 'খেত', 'গিয়েছি', 'nচকলেট', 'পেস্', 'আইসক্রিম', 'রোল', 'খেল', 'nখারাপ', 'লাগে', 'নাই']",15
2.0,ফ্রেন্স ফ্রা একটু বাড়ালে আরো ভালো হত,ফ্রেন্স ফ্রাই একটু বাড়ালে আরো ভালো হতো,"['ফ্রেন্স', 'ফ্রাই', 'একটু', 'বাড়ালে', 'আরো', 'ভালো', 'হতো']","['ফ্রেন্স', 'ফ্রা', 'একটু', 'বাড়ালে', 'আরো', 'ভালো', 'হত']",7
2.0,আপেল দরক,আপেল দরকার,"['আপেল', 'দরকার']","['আপেল', 'দরক']",2
1.0,দাম খেয়ে তৃপ্তি হয়,দাম খেয়ে তৃপ্তি হয়েছে,"['দাম', 'খেয়ে', 'তৃপ্তি', 'হয়েছে']","['দাম', 'খেয়ে', 'তৃপ্তি', 'হয়']",4
